bioid_number;0x;0y;1x;1y;2x;2y;3x;3y;4x;4y;5x;5y;6x;6y;7x;7y;8x;8y;9x;9y;10x;10y;11x;11y;12x;12y;13x;13y;14x;14y;15x;15y;16x;16y;17x;17y;18x;18y;19x;19y
0875;131.391;101.384;174.294;102.725;135.413;144.735;171.166;146.075;117.537;92.8932;141.223;96.0216;162.228;96.4685;190.83;97.8092;114.408;102.278;123.793;103.172;137.648;102.725;167.144;104.066;181.445;104.513;195.386;104.688;150.699;124.536;146.098;128.919;157.237;129.481;151.949;142.5;151.949;156.801;151.055;175.571
0876;153.736;104.96;196.193;104.066;160.887;144.288;194.852;143.841;138.988;97.3623;162.228;96.9154;184.673;94.2306;209.962;93.6823;138.563;105.469;147.573;105.019;162.312;104.92;188.783;104.328;203.154;103.518;214.148;102.908;174.741;122.836;169.378;129.093;181.445;128.199;176.082;139.819;176.082;155.46;177.869;174.23
0877;152.842;103.172;194.405;101.384;158.205;145.181;191.277;143.841;138.988;96.4685;160.887;95.5747;181.445;95.5747;206.918;93.3401;135.86;104.96;146.586;104.066;158.652;103.172;187.254;103.619;200.215;103.172;215.76;101.894;172.506;123.283;167.59;127.752;180.551;127.752;173.814;140.472;174.294;152.332;175.635;171.996
0878;162.674;104.066;203.343;104.066;168.931;146.075;200.215;145.181;148.82;95.5747;173.4;97.8092;191.723;96.0216;218.091;93.787;143.719;104.789;155.971;105.854;168.931;103.619;197.086;104.513;210.494;104.96;223.486;104.489;184.573;122.836;177.869;128.199;189.936;127.752;185.467;140.712;184.573;155.46;185.467;174.23
0879;162.674;104.066;203.343;104.066;168.931;144.735;200.662;144.735;148.82;95.5747;171.166;95.5747;190.383;95.1278;216.75;93.787;145.692;106.3;155.971;105.854;168.931;103.619;196.639;103.619;210.494;104.96;223.486;104.489;181.445;120.602;176.082;125.518;189.489;125.071;182.785;138.925;184.126;154.567;185.467;173.337
0880;166.25;104.513;207.365;104.96;172.06;147.863;202.896;147.863;151.055;95.1278;172.953;98.2561;193.511;98.703;220.772;97.8092;149.714;105.407;159.099;104.513;172.06;105.407;201.109;105.854;214.963;106.3;226.819;106.683;184.797;126.468;179.657;129.54;193.064;130.88;186.361;143.394;185.914;159.482;185.914;176.912
0881;168.931;102.278;210.494;101.831;176.529;144.735;206.025;145.181;156.865;93.787;174.741;93.3401;201.109;93.787;223.454;94.234;152.987;103.294;162.674;104.066;176.082;103.172;203.79;103.619;217.644;104.066;230.158;105.854;190.383;121.495;183.679;127.305;196.639;126.858;189.936;139.372;191.277;151.885;189.489;173.784
0882;166.25;110.323;208.706;109.876;172.06;149.651;206.025;149.204;154.183;99.1499;175.635;101.831;197.533;99.1499;221.666;100.491;149.714;108.535;158.652;110.323;174.294;108.535;200.215;108.982;216.063;109.569;226.582;109.876;186.361;127.752;180.998;133.115;193.958;133.562;188.595;144.288;189.042;159.036;188.595;177.806
0883;166.697;102.278;207.812;101.384;171.166;144.288;205.578;143.841;153.736;93.787;175.188;94.6809;196.639;93.3401;221.219;92.8932;151.502;104.066;159.546;103.172;172.506;102.278;201.555;102.278;214.516;102.278;226.981;102.797;186.361;118.814;180.998;124.624;193.958;124.624;186.807;138.031;188.148;152.779;189.042;172.443
0884;169.378;112.557;211.834;113.451;173.847;154.12;208.259;155.013;155.971;104.513;180.104;107.641;200.215;108.982;227.029;107.641;153.736;113.898;163.121;114.345;176.082;113.898;205.131;114.792;218.985;114.792;231.376;114.731;189.936;134.456;185.467;138.925;198.427;138.478;190.83;150.544;190.383;165.292;189.489;183.169
0885;170.272;105.407;210.94;104.513;176.529;147.863;210.94;146.969;156.418;97.8092;179.657;97.3623;198.427;97.3623;224.348;94.234;153.289;108.535;163.568;107.194;176.529;106.3;204.684;105.407;218.091;105.407;229.711;104.96;191.277;122.389;185.02;128.646;197.98;127.305;191.277;139.819;191.723;156.354;192.617;175.571
0886;171.166;117.92;214.069;119.261;176.975;160.376;208.259;160.823;155.971;110.77;182.338;115.686;201.109;114.345;227.029;111.663;154.183;119.708;164.462;119.261;176.529;119.261;207.812;120.155;220.772;119.708;231.221;119.882;193.958;142.947;187.701;146.969;199.768;146.075;191.723;157.695;191.723;170.208;191.723;188.532
0887;166.697;110.323;208.259;109.876;172.506;152.332;206.471;151.885;152.396;104.066;176.082;103.619;195.299;103.172;222.113;101.384;150.608;112.11;159.993;111.663;172.953;111.216;202.449;109.876;214.963;110.323;227.88;110.83;189.042;129.987;183.232;134.903;194.852;135.796;189.042;147.416;189.489;161.27;189.042;181.381
0888;170.272;108.535;212.281;109.429;174.294;151.885;207.812;152.332;156.865;100.044;180.104;102.725;200.662;103.172;225.688;101.384;153.007;109.363;163.121;108.982;177.422;109.429;204.684;110.323;218.985;110.323;231.051;111.216;191.723;129.54;185.914;134.456;197.086;134.456;190.383;146.075;190.83;160.376;189.936;179.146
0889;168.037;106.3;209.153;105.407;175.635;149.651;206.025;149.204;154.183;99.1499;175.635;97.8092;196.639;96.9154;222.113;95.5747;150.608;109.429;160.887;107.641;174.294;106.747;202.449;106.747;217.644;106.3;227.923;106.747;188.595;122.389;183.232;129.54;195.746;128.646;189.936;141.606;189.936;159.929;190.83;178.253
0890;164.909;108.535;205.578;106.747;172.06;150.991;206.025;150.097;150.161;102.725;176.082;102.278;193.064;100.491;219.879;98.2561;147.599;111.22;158.205;110.323;171.613;109.429;200.215;108.088;213.175;107.194;227.182;107.243;186.807;125.964;181.445;132.221;193.064;131.327;188.148;144.735;188.148;159.036;189.042;178.253
0891;165.356;115.239;208.259;115.686;172.06;155.46;204.237;155.013;152.396;106.3;176.529;108.982;196.319;108.886;221.666;106.747;150.608;115.686;157.713;115.262;173.4;114.792;201.555;114.792;215.856;116.579;226.582;115.239;186.807;133.562;180.551;139.372;193.511;139.372;187.254;151.885;188.148;166.186;188.148;183.616
0892;168.484;108.982;210.047;105.854;176.975;150.991;208.706;149.204;154.183;101.831;177.869;100.044;197.533;99.1499;223.007;96.9154;151.055;113.004;161.334;110.323;175.188;108.982;204.237;107.194;217.197;106.747;227.794;107.284;192.17;125.964;186.058;132.818;199.321;130.88;193.511;143.841;193.958;161.27;194.852;179.593
0893;168.484;88.8711;221.666;86.6365;175.635;145.181;216.75;144.735;145.245;84.402;180.551;77.6984;206.471;73.6762;240.436;78.5922;143.948;91.4939;158.205;91.5525;176.975;88.8711;212.281;87.9772;230.158;87.5303;245.151;88.3754;196.193;117.473;187.254;120.155;206.025;121.048;195.299;139.372;195.746;150.991;196.639;180.934
0894;172.06;96.9154;233.286;95.5747;180.998;162.611;227.476;160.823;146.586;92.8932;185.02;83.9551;217.197;82.6144;254.737;85.7427;143.011;104.513;158.652;100.491;183.679;99.1499;221.219;96.4685;242.671;96.9154;257.419;97.3623;203.79;129.093;193.511;133.115;214.516;134.009;205.755;156.354;205.131;171.549;205.131;201.939
0895;171.166;97.8092;229.264;96.0216;179.21;160.376;222.113;159.929;145.245;92.8932;184.573;86.1896;214.963;82.1674;252.056;88.4242;143.904;104.066;158.652;100.938;180.551;99.1499;218.091;97.8092;238.649;97.8092;252.95;99.5968;201.109;129.987;190.83;133.115;212.281;133.562;201.109;156.354;200.662;166.186;200.662;200.151
0896;172.953;89.318;231.051;87.5303;179.657;150.544;224.795;150.097;148.82;83.9551;187.701;76.3576;216.75;73.2293;252.056;80.3798;147.926;94.234;162.674;91.9994;183.232;90.6587;220.772;88.8711;239.989;89.318;255.631;91.1056;202.064;117.692;192.617;122.389;211.834;122.836;202.896;144.735;202.896;158.589;202.896;189.872
0897;180.551;91.1056;240.436;90.6587;183.679;154.12;231.945;154.567;154.63;85.7427;196.639;79.486;224.795;75.9107;261.888;80.3798;155.077;96.4685;168.931;94.234;190.383;92.8932;228.817;91.9994;248.928;92.4463;265.016;93.787;209.153;123.283;200.215;126.858;220.326;129.093;209.153;149.651;208.706;160.823;209.786;194.511
0898;166.697;79.486;222.113;76.8046;176.082;139.819;216.75;139.372;145.692;73.6762;178.763;68.7602;207.812;64.738;243.565;69.2071;140.303;83.8881;155.971;82.1674;176.975;80.3798;213.175;79.0391;230.158;78.5922;245.352;79.486;195.299;107.194;185.02;112.11;203.79;113.004;196.193;132.668;195.746;146.522;193.958;177.359
0899;172.06;83.5082;226.582;83.5082;176.529;141.159;218.985;142.947;148.82;76.3576;182.785;72.3355;212.728;68.3133;247.587;76.3576;147.033;86.1896;161.781;84.402;180.998;84.8489;216.303;85.2958;235.52;83.9551;248.034;84.8489;198.874;112.11;189.489;117.026;208.143;118.055;197.533;138.925;196.639;149.204;195.299;179.146
0900;159.993;78.1453;214.516;77.6984;167.144;136.69;207.812;137.137;134.966;72.3355;169.825;64.2911;199.768;61.6097;236.414;68.3133;135.413;81.7205;148.82;79.9329;167.144;78.1453;204.684;77.6984;223.007;79.0391;237.621;79.2168;185.176;103.783;176.529;108.982;195.299;109.429;185.564;131.178;185.352;144.045;184.685;174.712
0901;172.506;79.0391;228.817;79.9329;175.188;140.265;219.432;141.159;149.714;71.8886;186.361;68.7602;213.622;65.1849;248.928;71.8886;148.373;82.6144;161.781;81.2736;182.338;80.3798;218.091;80.8267;236.414;81.7205;251.162;81.7205;198.938;107.963;190.383;113.004;208.706;114.345;198.669;135.711;198.874;147.416;197.533;177.806
0902;169.825;79.486;225.688;79.9329;174.741;138.925;218.985;140.712;146.139;74.1231;181.445;68.7602;210.047;67.4195;243.118;72.3355;142.818;81.1095;159.546;81.2736;179.657;81.2736;215.335;80.375;232.839;81.2736;247.587;82.1674;194.852;108.088;187.254;113.898;207.365;114.792;195.746;135.796;197.086;147.416;196.193;176.465
0903;158.205;76.8046;214.069;75.9107;164.015;135.796;206.918;137.137;134.966;69.654;172.06;64.2911;195.299;62.0566;234.627;70.9947;132.285;82.1674;148.373;78.5922;168.484;77.6984;204.237;76.8046;221.666;77.2515;236.861;80.3798;186.361;105.407;177.422;109.429;195.299;111.216;187.123;130.605;186.893;143.828;185.467;173.337
0904;171.124;81.3737;224.795;80.8267;176.529;141.159;217.644;141.159;149.714;75.9107;186.361;72.3355;209.153;69.2071;245.799;74.1231;147.926;87.9772;161.334;83.9551;180.998;83.9551;214.963;83.5082;233.733;83.5082;249.477;82.722;196.193;112.11;187.254;115.686;207.812;116.579;198.182;135.592;197.7;151.328;198.428;176.973
0905;168.931;81.2736;223.007;81.2736;173.4;141.159;216.303;141.606;146.586;76.8046;186.807;70.5478;208.259;69.654;244.905;77.6984;147.033;84.402;159.546;83.9551;179.657;83.5082;214.069;83.5082;232.392;83.5082;245.799;86.1896;195.299;110.77;186.361;115.686;204.237;116.579;194.852;137.137;194.852;150.544;193.064;177.806
0906;162.674;77.6984;217.644;77.6984;167.59;136.69;207.812;138.031;139.435;73.2293;175.635;66.0788;203.79;63.3973;237.308;71.8886;136.591;80.8763;152.396;79.9329;172.953;79.486;206.918;79.0391;227.476;80.3798;240.692;81.5326;188.695;105.047;180.551;108.982;198.874;110.323;189.153;130.548;188.608;145.647;185.914;173.337
0907;174.294;81.7205;228.37;82.6144;179.657;142.053;222.56;143.841;150.608;76.8046;186.361;72.7824;214.963;70.5478;250.334;76.9061;148.303;84.3847;164.015;84.402;183.679;83.9551;218.985;84.8489;237.308;84.402;251.609;86.6365;201.109;110.77;191.277;116.579;210.047;117.473;201.109;138.031;200.662;151.438;199.321;178.253
0908;172.953;83.9551;227.029;84.402;178.763;142.947;220.772;144.735;151.502;79.486;187.254;75.4638;214.069;71.8886;248.481;78.5922;148.82;87.9772;163.568;85.7427;182.338;85.7427;217.644;86.6365;235.074;86.6365;248.481;87.5303;198.427;113.898;191.723;118.367;209.6;120.155;199.321;139.819;198.874;152.332;196.193;180.04
0909;177.422;80.8267;230.604;83.0613;180.104;140.265;223.007;142.5;155.524;75.9107;195.299;72.7824;217.644;69.654;252.503;79.0391;153.289;85.7427;167.59;83.5082;187.701;83.5082;221.666;84.8489;239.543;85.7427;253.397;87.0834;203.271;109.909;194.852;115.239;212.281;116.132;202.848;136.46;201.109;147.416;197.98;177.806
0910;173.847;89.318;229.264;89.318;180.551;148.31;219.879;149.204;151.949;83.5082;186.361;79.9329;215.41;76.3576;251.127;85.1576;149.267;93.3401;164.909;91.5525;183.232;90.6587;219.879;90.2118;237.308;90.6587;248.034;93.787;200.459;119.615;192.17;124.624;210.047;124.624;200.688;144.808;201.109;156.354;200.215;183.616
0911;171.613;84.8489;226.135;85.2958;178.763;144.735;219.432;146.522;151.055;80.8267;185.914;76.3576;212.728;73.6762;246.246;80.8267;148.82;88.4242;161.781;87.0834;181.891;86.6365;216.75;86.6365;234.627;87.0834;248.481;89.7649;197.533;114.792;189.936;118.814;207.812;119.708;197.533;140.265;197.533;152.332;196.193;180.487
0912;171.613;86.1896;226.582;87.0834;176.975;144.288;220.772;143.841;149.714;83.5082;186.807;76.8046;213.175;75.4638;247.587;81.2736;147.48;90.2118;162.228;87.9772;181.891;87.9772;216.75;89.318;234.627;89.318;248.034;91.9994;199.321;117.026;190.383;120.602;210.047;121.942;198.874;140.265;198.874;152.779;198.427;182.275
0913;188.595;91.9994;242.224;93.3401;192.617;151.438;234.18;151.885;166.697;86.6365;203.79;82.6144;229.264;79.486;262.782;88.8711;162.555;93.693;178.763;94.6809;197.98;93.787;232.392;93.787;249.821;95.1278;264.123;97.8092;217.813;120.756;206.918;125.518;224.795;126.411;215.856;147.416;215.856;160.376;213.175;187.638
0914;168.931;87.9772;222.56;86.6365;172.953;145.628;219.879;146.075;146.586;83.5082;181.445;77.6984;207.365;74.1231;243.118;80.3798;147.48;91.5525;159.993;89.318;177.869;89.318;213.175;88.4242;231.051;88.8711;247.587;87.5303;193.958;115.239;186.807;120.602;203.79;120.602;195.299;141.159;195.299;152.779;193.958;182.275
0915;175.635;89.318;230.604;89.318;181.891;148.757;226.582;149.204;152.842;86.6365;189.489;79.0391;215.323;77.8239;251.162;83.9551;151.055;93.787;166.25;92.4463;185.467;91.1056;220.772;91.9994;239.096;91.1056;252.95;93.3401;201.109;117.026;193.958;122.836;210.494;123.73;202.896;144.288;202.449;157.248;200.215;184.509
0916;172.06;86.6365;225.688;87.9772;178.763;146.075;217.644;147.863;150.161;82.6144;185.914;76.8046;213.175;74.1231;247.14;83.9551;148.82;91.9994;162.228;89.318;181.445;88.4242;217.197;88.4242;233.733;89.318;248.481;92.8932;196.639;115.239;189.489;120.155;206.918;121.048;197.533;140.712;197.533;155.013;196.639;184.062
0917;170.719;90.2118;224.795;90.6587;175.635;148.757;217.197;150.097;150.161;86.1896;187.254;80.3798;210.94;78.1453;245.352;85.2958;148.82;95.5747;161.781;91.5525;180.104;91.9994;215.856;92.4463;233.733;92.4463;245.352;94.6809;197.98;120.155;189.042;124.177;206.918;125.071;196.639;145.181;197.086;157.248;197.086;185.85
0918;176.529;65.6319;257.866;68.3133;185.467;154.567;244.459;156.801;147.926;54.9061;200.215;49.9901;235.967;58.4813;284.68;62.5035;142.564;70.1009;159.546;68.3133;191.723;69.2071;243.565;69.2071;272.614;72.7824;286.915;75.0169;218.091;109.876;205.578;116.579;231.945;117.92;215.41;146.969;215.856;176.465;213.622;209.089
0919;149.714;62.0566;229.264;62.5035;153.736;144.735;218.091;145.628;122.9;51.7777;166.25;46.4148;198.032;47.0918;258.313;51.3308;123.793;65.6319;134.519;63.8442;163.568;62.9504;212.728;62.9504;244.459;66.5257;263.229;70.5478;176.975;91.9994;169.378;103.619;192.617;104.513;181.445;134.456;183.679;160.823;185.02;200.151
0920;162.228;110.77;244.459;117.026;160.887;198.81;231.051;204.173;131.838;99.5968;184.126;93.3401;218.711;101.428;273.061;109.429;133.625;114.792;147.033;113.451;175.635;113.451;229.711;117.026;259.207;121.495;276.189;122.389;195.299;154.12;183.232;162.611;210.047;164.845;193.958;193.447;192.617;216.687;192.617;253.78
0921;150.161;100.938;229.264;105.854;149.267;185.85;210.494;190.766;126.028;85.7427;168.484;91.5525;200.803;92.9301;260.994;101.384;125.134;102.278;134.966;101.384;162.228;102.725;212.281;106.3;243.565;109.429;267.251;112.557;169.378;142.5;161.781;149.651;188.148;152.779;173.4;179.593;175.188;207.302;175.635;241.267
0922;163.568;83.5082;241.33;86.6365;163.121;165.739;227.476;169.314;136.754;69.2071;180.998;71.8886;212.446;72.335;270.826;79.9329;137.648;86.6365;148.373;86.1896;176.529;84.8489;224.333;86.8764;253.397;90.6587;274.848;94.6809;185.914;119.261;178.316;127.752;201.555;130.433;189.042;159.036;190.383;184.062;191.147;221.871
0923;223.901;104.513;270.826;104.066;231.051;148.757;264.123;148.757;210.94;91.5525;235.074;95.5747;259.518;94.0833;284.233;91.5525;206.804;105.867;216.303;104.96;231.945;104.513;262.782;104.96;278.424;105.407;287.031;104.863;248.928;121.048;242.671;127.305;253.844;127.305;248.634;141.754;248.481;158.142;248.034;181.828
0924;189.936;96.0216;245.352;97.3623;194.405;147.863;235.52;149.651;173.4;81.7205;200.662;84.402;231.178;85.3958;258.596;82.3003;168.822;95.8163;180.998;96.4685;199.321;96.9154;235.074;97.8092;251.609;99.1499;262.782;100.938;218.985;117.92;212.281;124.624;226.582;125.071;218.538;139.819;217.644;158.142;214.069;187.638
0925;197.086;94.234;253.397;99.1499;200.215;148.31;241.777;151.438;183.679;78.5922;210.047;84.8489;242.224;87.9772;270.379;88.4242;174.741;96.0216;187.701;95.5747;206.025;96.0216;243.118;99.1499;261.888;101.384;273.061;101.831;224.795;116.579;215.856;124.624;229.711;125.518;220.772;142.947;219.424;156.665;217.644;187.638
0926;197.086;85.7427;252.503;88.8711;202.002;140.265;243.118;141.606;182.785;71.4417;212.281;76.3576;236.518;77.1799;270.379;75.0169;176.656;85.6342;189.489;86.6365;206.471;87.9772;243.565;88.8711;261.441;89.7649;273.061;91.1056;225.242;106.747;218.091;114.345;231.051;115.239;222.56;132.668;221.588;150.767;220.154;179.462
0927;180.998;106.3;239.096;106.3;186.361;158.142;234.627;157.695;164.462;90.6587;193.958;94.6809;227.923;94.234;257.866;91.5525;160.929;107.82;172.506;106.747;191.277;106.747;229.711;106.747;249.821;107.641;261.441;108.535;208.706;129.54;202.002;136.243;217.197;137.137;210.494;152.332;209.611;171.553;208.706;199.704
0928;186.807;102.725;244.905;104.96;190.383;157.248;237.308;159.482;167.59;86.6365;201.109;93.3401;233.286;94.234;262.782;92.8932;161.781;104.066;177.869;104.066;197.086;104.066;233.733;105.407;252.95;106.3;266.357;107.641;214.963;126.858;207.3;134.396;220.562;134.728;213.622;152.332;214.069;164.845;212.728;199.257
0929;182.338;105.854;242.224;108.535;183.679;158.142;237.308;159.482;165.803;89.318;198.874;95.5747;231.945;97.3623;260.1;96.0216;160.984;106.58;172.953;107.194;193.064;108.535;232.839;109.429;251.162;110.77;264.569;112.11;210.94;131.774;203.343;138.478;220.326;139.372;210.047;153.226;210.494;176.465;208.706;205.067
0930;177.422;100.044;236.414;101.831;184.126;159.036;227.476;158.589;163.121;82.1674;190.83;87.9772;223.454;91.1056;254.291;90.2118;154.219;100.194;168.931;101.384;188.148;100.938;225.688;102.725;244.012;104.066;259.233;103.418;206.025;120.602;200.215;129.54;214.516;129.987;205.578;147.863;205.578;168.868;205.131;199.704
0931;180.551;100.938;240.436;103.172;187.701;160.823;229.711;160.823;162.228;87.0834;194.405;89.318;229.264;90.6587;259.653;89.7649;159.338;100.481;172.06;102.278;190.383;102.725;230.604;104.066;248.928;105.854;261.888;106.3;209.6;121.942;202.449;130.88;216.75;130.88;208.077;149.26;209.6;171.549;208.259;203.279
0932;189.042;101.384;249.375;106.747;192.17;161.717;235.967;166.186;173.847;83.0613;203.79;87.9772;236.861;92.8932;268.592;94.234;167.572;100.873;180.104;101.831;199.768;103.619;239.543;107.641;257.866;109.876;269.485;111.663;217.644;123.73;210.047;132.668;223.901;134.009;215.856;151.438;213.622;175.571;208.981;207.54
0933;187.254;111.216;248.928;113.898;191.723;169.314;238.649;170.208;166.697;94.6809;202.238;97.3577;232.839;100.491;265.187;97.9843;162.228;110.77;176.975;111.216;197.533;112.557;237.308;113.451;256.972;115.239;268.808;114.739;218.538;136.69;209.153;144.288;226.135;144.735;216.685;161.362;214.784;181.456;213.622;212.218
0934;169.378;103.619;230.604;105.407;175.188;162.611;222.56;163.058;152.396;88.8711;185.02;91.5525;215.41;91.9994;249.633;89.5368;147.687;104.225;160.887;104.96;179.657;104.96;219.879;105.854;239.096;106.747;252.056;106.747;199.768;124.624;192.17;134.009;207.365;134.009;198.404;152.519;199.321;176.018;197.533;208.195
0935;166.697;125.071;230.158;124.177;170.272;173.784;230.604;173.337;147.48;105.854;181.891;113.898;215.856;113.898;249.821;107.194;143.904;124.624;157.312;124.624;179.21;124.177;217.197;125.071;239.989;124.624;255.337;124.579;198.427;151.885;189.489;158.142;209.153;158.142;197.98;172.443;198.427;194.341;198.874;221.156
0936;164.462;97.3623;224.795;100.491;169.378;156.354;213.175;159.036;147.033;82.1674;179.657;85.7427;213.622;86.1896;243.118;87.5303;143.599;97.598;155.077;97.8092;174.294;98.2561;213.622;101.384;232.839;102.278;245.352;104.513;193.969;119.623;185.914;126.411;200.662;128.199;191.516;146.057;190.83;167.08;189.489;199.257
0937;168.037;88.4242;227.476;90.2118;171.613;142.947;220.326;144.735;151.949;72.7824;180.551;75.0169;213.622;76.8046;245.799;76.3576;147.926;91.5525;159.099;89.7649;178.316;89.7649;216.75;91.5525;235.967;92.4463;248.481;95.1278;198.144;110.353;191.277;116.579;206.918;117.92;197.98;134.903;197.98;152.779;197.086;187.638
0938;180.104;105.854;239.096;109.429;184.573;163.952;228.37;167.08;161.334;91.1056;193.958;96.0216;222.48;96.1465;256.043;96.5524;155.401;106.763;169.825;107.641;188.595;107.641;228.37;109.876;247.587;112.11;258.76;114.345;210.94;129.093;202.449;137.584;217.644;138.925;209.153;155.907;207.365;173.337;203.927;205.431
0939;173.4;104.96;233.286;108.982;174.294;161.27;221.666;164.845;155.971;85.7427;187.701;92.8932;223.007;96.0216;251.609;96.0216;150.715;103.927;162.228;105.407;182.338;105.854;222.113;109.429;242.224;111.216;254.291;113.898;202.023;130.519;193.958;136.69;209.6;138.031;198.427;154.567;196.608;172.427;193.511;205.067
0940;180.551;103.172;238.202;117.473;173.847;160.376;217.197;170.208;168.484;83.0613;199.144;92.0679;226.582;100.044;256.972;104.513;157.758;100.044;170.272;103.172;189.936;105.854;227.029;115.686;245.352;121.048;256.525;124.624;208.706;128.199;197.98;135.796;212.281;138.925;200.662;153.226;194.852;173.337;185.467;205.961
0941;158.652;110.77;219.879;113.451;164.462;171.996;209.153;173.784;139.435;96.0216;174.294;100.491;208.706;101.384;239.543;100.491;134.682;110.726;148.82;111.663;169.378;113.004;209.153;114.792;229.711;115.239;241.777;117.026;190.268;138.459;181.445;144.735;197.98;145.181;187.701;163.058;186.807;183.169;184.573;214.899
0942;190.383;87.9772;233.286;89.7649;189.042;136.69;227.923;138.478;170.453;79.0452;202.964;76.849;219.021;77.7351;250.398;81.6049;168.495;88.1907;181.891;88.4242;197.533;89.318;224.795;90.6587;240.883;91.1056;251.162;92.4463;210.788;111.833;204.237;116.579;217.197;117.026;209.6;132.221;209.6;144.735;208.259;169.761
0943;174.294;114.792;239.543;117.026;172.506;191.66;232.839;195.682;144.351;104.96;190.83;100.044;217.197;100.491;264.569;104.513;145.87;115.031;160.002;115.426;185.02;117.92;226.582;120.155;251.162;118.814;268.145;121.048;203.424;153.376;192.17;160.376;213.622;161.27;202.012;186.705;200.662;204.173;200.215;240.82
0944;186.361;101.831;227.476;103.172;186.361;149.204;224.348;151.438;168.484;94.6809;197.98;92.8932;213.532;93.459;244.012;96.9154;166.666;102.283;178.316;102.725;193.511;103.619;219.879;104.513;234.627;104.066;245.799;104.96;206.025;127.305;198.427;130.88;212.281;131.774;205.315;146.515;204.684;156.801;204.237;181.381
0945;185.02;103.172;231.051;103.172;185.02;155.46;228.37;156.801;165.356;97.3623;198.111;92.7813;214.397;92.3691;249.375;94.6809;164.015;107.641;175.188;104.96;193.511;106.747;222.113;105.854;239.096;105.854;250.715;105.854;206.663;128.489;200.215;134.456;214.069;134.009;206.471;150.544;207.365;162.611;206.025;190.766
0946;180.104;119.261;230.604;119.708;180.998;176.465;226.135;178.253;158.205;112.557;192.211;104.303;211.387;105.407;248.481;108.982;160.143;119.49;171.166;120.155;188.148;121.048;221.219;121.495;238.202;120.602;251.162;123.283;202.002;143.841;197.086;151.438;211.066;150.648;202.585;169.323;202.896;184.062;202.896;216.24
0947;114.408;126.411;171.613;109.429;127.816;193.001;185.467;181.828;82.6779;118.814;115.302;108.535;134.072;104.513;191.277;89.7649;92.9568;133.562;98.7666;129.987;122.006;125.964;156.865;114.792;180.551;107.641;204.684;103.172;133.179;157.695;128.709;167.974;147.48;162.164;146.139;185.85;152.396;200.598;168.484;234.116
0948;174.741;101.831;238.649;104.513;168.484;175.124;229.711;180.934;143.904;91.9994;193.427;87.4804;216.75;89.318;265.016;94.234;142.183;102.984;159.993;102.278;183.679;104.513;227.029;107.194;250.268;106.747;266.357;109.876;200.628;140.294;191.966;147.987;211.834;148.31;200.056;172.741;198.874;188.978;197.533;228.753
0949;159.993;103.172;230.158;106.747;155.077;186.744;221.219;193.894;133.625;82.6144;178.054;75.7823;205.578;82.6144;258.76;89.7649;130.497;102.725;143.904;103.172;170.719;108.535;213.622;110.77;242.224;108.535;261.888;111.216;184.126;149.204;173.847;155.013;196.639;156.354;182.785;183.169;182.785;204.173;185.914;242.607
0950;173.4;112.557;238.649;114.792;170.272;184.062;232.839;188.532;142.564;98.703;190.605;94.6332;218.219;96.1871;266.177;102.735;143.011;113.451;161.334;113.451;184.573;114.792;225.688;115.686;252.056;117.026;268.592;117.92;201.109;150.097;190.83;156.801;211.834;157.695;200.156;182.366;200.215;196.129;198.874;236.351
0951;177.869;64.2911;231.051;65.1849;177.869;126.858;223.007;127.752;154.63;57.5875;189.584;48.8099;210.258;48.738;251.162;53.1184;156.779;67.1828;168.484;65.6319;185.467;66.9726;221.219;66.9726;239.096;66.9726;253.844;70.9947;201.109;79.0391;193.064;90.2118;208.675;90.619;199.768;107.194;199.768;142.5;199.321;174.23
0952;179.657;114.792;245.799;117.473;177.422;192.554;238.202;197.023;150.161;104.066;203.79;101.384;226.582;104.066;273.954;106.3;149.871;115.009;165.803;116.132;191.723;118.814;232.839;121.942;260.1;120.602;273.061;122.389;213.754;158.443;201.109;164.398;223.454;164.845;209.153;189.872;209.153;206.855;205.578;243.501
0953;168.484;113.004;235.52;114.345;168.931;192.107;229.264;193.894;138.541;101.831;189.91;96.0209;211.387;97.3623;261.888;103.619;136.174;114.865;154.009;114.515;181.891;117.026;222.113;117.026;248.034;116.132;263.229;119.261;199.228;151.193;190.383;158.589;210.94;158.589;198.387;184.805;197.533;202.386;198.874;242.607
0954;168.484;115.686;233.286;115.686;168.931;188.532;229.711;189.425;139.882;102.725;186.437;95.6329;209.332;96.7387;262.335;100.938;137.648;118.367;155.077;117.026;180.104;117.026;221.666;116.579;244.459;117.473;265.016;117.92;198.427;148.757;188.595;155.46;210.047;155.907;197.91;181.377;198.874;197.917;200.662;238.138
0955;184.573;125.518;247.587;129.54;180.104;200.598;238.649;205.067;155.077;109.876;204.69;108.231;229.915;111.444;273.508;117.026;152.842;123.73;172.06;125.071;195.746;128.199;235.967;129.54;260.1;132.221;274.401;133.562;214.963;163.505;204.684;170.655;223.007;171.549;210.136;196.072;210.288;212.176;206.471;249.311
0956;174.741;132.668;242.224;134.903;173.4;213.558;234.18;218.474;144.351;121.048;195.594;118.437;221.846;119.903;270.379;125.964;142.942;132.106;160.44;133.562;186.807;138.031;229.711;138.925;256.078;137.137;271.273;141.159;204.869;179.958;194.405;184.509;217.644;185.403;202.002;212.218;200.662;228.753;198.427;263.612
